,Title,Suggested Duration,Address,Ratings,Transport
828,Carnegie Library,Suggested Duration Not Available,"192 Herne Hill Road, London SE24 0AY England",Ratings Not Available,"['Southwark', 'Waterloo', 'Rental Cars']"
829,The Waterloo Barracks,Suggested Duration Not Available,"35 Tower Hill Tower of London, London EC3N 4DR England",Ratings Not Available,"['Tower Gateway', 'Gallions Reach', 'Rental Cars']"
830,St. Olaf Statue,Suggested Duration Not Available,"Cockspur Street Norway House, London England",Ratings Not Available,"['Charing Cross', 'Piccadilly Circus', 'Rental Cars']"
831,British Academy,Suggested Duration Not Available,"10-11 Carlton House Terrace, London SW1Y 5AH England",Ratings Not Available,"['Charing Cross', 'Piccadilly Circus', 'Rental Cars']"
832,Tyburn Convent,Suggested Duration Not Available,"8-9 Hyde Park Place, London W2 2LJ England",Ratings Not Available,"['Marble Arch', 'Lancaster Gate', 'Rental Cars']"
833,St. Augustine's Tower,Suggested Duration Not Available,"St John's Church Road, London E8 1HT England",Ratings Not Available,"['Hackney Central', 'Hackney Downs', 'Rental Cars']"
834,Montagu Square,Suggested Duration Not Available,Address Not Available,4.5,[]
835,Hay Hill Gallery,Suggested Duration:< 1 hour,"35 Baker Street, London W1U 8EN England",4.5,"['Baker St', 'Marble Arch', 'Rental Cars']"
836,St Cuthbert’s Church,Suggested Duration Not Available,"50 Philbeach Gardens Earl's Court, London SW5 9EB England",Ratings Not Available,"['West Kensington', ""Earl's Court"", 'Rental Cars']"
837,Church of St James the Less,Suggested Duration Not Available,"Thorndike Street, London, London England",Ratings Not Available,"['Dagenham East', 'Dagenham Heathway', 'Rental Cars']"
838,Two Men on a Bench,Suggested Duration Not Available,"18-20 Mackenzie Walk Canary Wharf, London E14 4PH England",Ratings Not Available,"['Canary Wharf', 'West India Quay', 'Rental Cars']"
839,Speke Monument,Suggested Duration Not Available,"Bayswater Road Kensington Gardens, London W2 2UH England",Ratings Not Available,"['Lancaster Gate', 'Marble Arch', 'Rental Cars']"
840,The Album Cover Location for “The Rise and Fall of Ziggy Stardust and the Spiders from Mars”,Suggested Duration Not Available,"23 Heddon Street, London W1B 4BQ England",Ratings Not Available,"['Piccadilly Circus', 'Green Park', 'Rental Cars']"
841,Charing Cross,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
842,Kachette,Suggested Duration:2-3 hours,"347 Old Street Shoreditch, London EC1V 9LP England",5,"['Shoreditch High St', 'Hoxton', 'Rental Cars']"
843,John F. Kennedy Memorial,Suggested Duration Not Available,"Marylebone Road, London England",Ratings Not Available,"['Baker St', 'Marylebone', 'Rental Cars']"
844,Trinity Hospital,Suggested Duration Not Available,"Trinity Hospital Old Woolwich Road, London SE10 9AS England",Ratings Not Available,"['North Greenwich', 'Canary Wharf', 'Rental Cars']"
845,George Stuart White Equestrian Statue,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
846,Oasis Farm Waterloo,Suggested Duration Not Available,"Old Paradise Yard 18 Carlisle Lane, London SE1 7LG England",Ratings Not Available,"['Waterloo', 'Southwark', 'Rental Cars']"
847,The Bell Tower,Suggested Duration Not Available,"Queens House Behind the entrance of the Byward Towers, London England",Ratings Not Available,"['Tower Hill', 'Tower Gateway', 'Rental Cars']"
848,Sewer Gas Destructor Lamp,Suggested Duration Not Available,"Carting Lane, London England",Ratings Not Available,"['Embankment', 'Covent Garden', 'Rental Cars']"
849,Malta George Cross Memorial,Suggested Duration Not Available,"35 Tower Hill, London EC3N 4DR England",Ratings Not Available,"['Tower Gateway', 'Gallions Reach', 'Rental Cars']"
850,Byward Tower,Suggested Duration Not Available,"St Katharine's & Wapping 2 Min Walk From Tower of London, London EC3N 4AB England",Ratings Not Available,"['Gallions Reach', 'Cyprus', 'Rental Cars']"
851,Salt Tower,Suggested Duration Not Available,"148 Tower Bridge Approach 2 Min Walk From Tower of London, London EC3N 4AB England",Ratings Not Available,"['Tower Hill', 'Tower Gateway', 'Rental Cars']"
852,Holy Trinity Church with All Saints,Suggested Duration Not Available,"Prince Consort Road, London SW7 2BA England",Ratings Not Available,"['Gloucester Road', 'High St Kensington', 'Rental Cars']"
853,Yalta Memorial Garden,Suggested Duration Not Available,"Cromwell Road, London England",Ratings Not Available,"['Gloucester Road', 'Knightsbridge', 'Rental Cars']"
854,The Danish Church of St Katharine's,Suggested Duration Not Available,"St Katharine's Precint 5, London England",Ratings Not Available,"['Mornington Crescent', 'Camden Town', 'Rental Cars']"
855,Alfred Hitchcock Mosaics -Leytonstone tube station,Suggested Duration Not Available,"Leytonstone Station, London England",Ratings Not Available,"['Stratford', 'Stratford', 'Rental Cars']"
856,Windmill Walk,Suggested Duration Not Available,"Lambeth, London SE1 8LU England",Ratings Not Available,"['Waterloo', 'Embankment', 'Rental Cars']"
857,Holy Trinity Eltham,Suggested Duration Not Available,"59 Southend Crescent, London SE9 2SE England",Ratings Not Available,"['Woolwich Arsenal', 'King George V', 'Rental Cars']"
858,Archway Bridge,Suggested Duration Not Available,"Hornsey Lane, London N6 5LQ England",Ratings Not Available,"['Archway', 'Highgate', 'Rental Cars']"
859,The Bandstand,Suggested Duration Not Available,"Hyde Park, London W2 2UH England",Ratings Not Available,"['Lancaster Gate', 'Paddington', 'Rental Cars']"
860,St Barnabas Church,Suggested Duration Not Available,"St. Barnabas Millennium Hall Pitshanger Lane Corner of DENISON ROAD, London W5 1QG England",Ratings Not Available,"['Perivale', 'Ealing Broadway', 'Rental Cars']"
861,"St Leonard's Church, Shoreditch",Suggested Duration Not Available,"119 Shoreditch High Street, London E1 6JN England",Ratings Not Available,"['Shoreditch High St', 'Hoxton', 'Rental Cars']"
862,Queen Caroline's Temple,Suggested Duration Not Available,"Kensington Gardens, London W2 3XA England",Ratings Not Available,"['Notting Hill Gate', 'Queensway', 'Rental Cars']"
863,St John at Hackney Church,Suggested Duration Not Available,"St. John At Hackney Church Lower Clapton Road, London E5 0PD England",Ratings Not Available,"['Hackney Central', 'Hackney Downs', 'Rental Cars']"
864,Prince Edward Duke of Kent Statue,Suggested Duration Not Available,"Flat 14 22 Park Crescent, London W1B 1PD England",Ratings Not Available,"[""Regent's Park"", 'Great Portland St', 'Rental Cars']"
865,Sir Joseph Bazalgette Memorial,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
866,Viscount Nuffield Statue,Suggested Duration Not Available,"SE1, Great Maze Pond, Guy's Hospital - the Colonnade, London SE1 1XJ England",Ratings Not Available,"['London Bridge', 'Monument', 'Rental Cars']"
867,Russian Patriarchal Orthodox cathedral,Suggested Duration Not Available,"57 Harvard Road, London W4 4ED England",Ratings Not Available,"['Gunnersbury', 'Gunnersbury', 'Rental Cars']"
868,Freightliners City Farm,Suggested Duration Not Available,"City Farm Sheringham Road, London N7 8PF England",Ratings Not Available,"['Highbury & Islington', 'Highbury & Islington', 'Rental Cars']"
869,Parliament Hill Viewpoint,Suggested Duration Not Available,"Heath Lodge, Hampstead, London NW5 1QR England",Ratings Not Available,"['Gospel Oak', 'Gospel Oak', 'Rental Cars']"
870,Sir Walter Besant Memorial,Suggested Duration Not Available,"8 Victoria Embankment, London WC2R 2AB England",Ratings Not Available,"['Temple', 'Embankment', 'Rental Cars']"
871,W. T. Stead,Suggested Duration Not Available,"Victoria Embankment Opposite Temple Place, London WC2R 2PN England",Ratings Not Available,"['Temple', 'Blackfriars', 'Rental Cars']"
872,Lord Curzon Statue,Suggested Duration Not Available,"Carlton House Terrace, London England",Ratings Not Available,"['Charing Cross', 'Piccadilly Circus', 'Rental Cars']"
873,St. Mary's Church,Suggested Duration Not Available,"St. Marys Church Office Upper Street Islington, London N1 2TX England",Ratings Not Available,"['Highbury & Islington', 'Highbury & Islington', 'Rental Cars']"
874,The Building Worker,Suggested Duration Not Available,"35 Tower Hill, London EC3N 4DR England",Ratings Not Available,"['Tower Gateway', 'Gallions Reach', 'Rental Cars']"
875,Royal Naval Division War Memorial,Suggested Duration Not Available,"Horse Guards Parade, London SW1A 2HQ England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
876,GRAD,Suggested Duration:1-2 hours,"3-4A Little Portland Street, London W1W 7JB England",4.5,"['Oxford Circus', 'Goodge St', 'Rental Cars']"
877,Royal Tank Regiment Memorial Statue,Suggested Duration Not Available,"2 Whitehall Court Charing Cross, London SW1A 2EJ England",Ratings Not Available,"['Embankment', 'Charing Cross', 'Rental Cars']"
878,Statue of Ken Friar,Suggested Duration Not Available,"Emirates Stadium, London England",Ratings Not Available,"['Holloway Road', 'Arsenal', 'Rental Cars']"
879,Knights Templar Column,Suggested Duration Not Available,"The Library Church Court Inner Temple, London EC4Y 7DA England",Ratings Not Available,"['Temple', 'Blackfriars', 'Rental Cars']"
880,Reformer's Tree,Suggested Duration Not Available,"Hyde Park, London W2 2UH England",Ratings Not Available,"['Edgware Road', 'Paddington', 'Rental Cars']"
881,Norwegian War Memorial,Suggested Duration Not Available,"Serpentine Road Opposite the West Boat House, London W2 2UH England",Ratings Not Available,"['Ealing Broadway', 'North Ealing', 'Rental Cars']"
882,Three Standing Figures,Suggested Duration Not Available,"Battersea Park, London SW11 4NJ England",Ratings Not Available,"['Fulham Broadway', 'Gloucester Road', 'Rental Cars']"
883,Philpot Lane Mice Sculpture,Suggested Duration Not Available,"23 Eastcheap, London EC3M 1DT England",Ratings Not Available,"['Monument', 'Bank', 'Rental Cars']"
884,Anglo-Belgian Memorial,Suggested Duration Not Available,"Victoria Embankment, London WC2N 6PB England",Ratings Not Available,"['Embankment', 'Charing Cross', 'Rental Cars']"
885,St Simon Zelotes,Suggested Duration Not Available,"34 Milner Street Cadogan Square, London SW3 2QF England",Ratings Not Available,"['Knightsbridge', 'Hyde Park Corner', 'Rental Cars']"
886,Henry Fawcett Monument,Suggested Duration Not Available,"Victoria Embankment Gardens, London WC2R 2AB England",Ratings Not Available,"['Embankment', 'Charing Cross', 'Rental Cars']"
887,The Grave of a Nazi Dog,Suggested Duration Not Available,"Carlton House Terrace, London England",Ratings Not Available,"['Hyde Park Corner', 'Green Park', 'Rental Cars']"
888,Hopton's Almshouses,Suggested Duration Not Available,"10-11 Hopton Street Hopton Gardens, London SE1 9JJ England",Ratings Not Available,"['Southwark', 'Blackfriars', 'Rental Cars']"
889,Lioness and Lesser Kudu,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
890,Church of St Peter ad Vincula,Suggested Duration Not Available,"35 Tower Hill Tower of London, London EC3N 4DR England",Ratings Not Available,"['Tower Gateway', 'Gallions Reach', 'Rental Cars']"
891,Great Eastern Railway War Memorial,Suggested Duration Not Available,"Liverpool Street Station, London England",Ratings Not Available,"['Liverpool St', 'London Liverpool St', 'Rental Cars']"
892,St Matthias Old Church,Suggested Duration Not Available,"113 Poplar High Street, London E14 0AE England",Ratings Not Available,"['Prince Regent', 'Poplar', 'Rental Cars']"
893,Statue of Samuel Johnson,Suggested Duration Not Available,"Fleet Street close to St Clement Danes, London England",Ratings Not Available,"['Temple', 'Chancery Lane', 'Rental Cars']"
894,Goethe Institute,Suggested Duration Not Available,"50 Princes Gate, London SW7 2PH England",Ratings Not Available,"['Gloucester Road', 'Knightsbridge', 'Rental Cars']"
895,The Old Blue Cross Pet Cemetery,Suggested Duration Not Available,"Shooters Hill Rd, London SE18 4LX England",Ratings Not Available,"['Woolwich Arsenal', 'Pontoon Dock', 'Rental Cars']"
896,Peasants' Revolt Plaque,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
897,Streatham Space Project,Suggested Duration Not Available,"Sternhold Avenue Streatham Hill, London SW2 4PA England",4.5,"['Morden', 'Putney Bridge', 'Rental Cars']"
898,Blenheim Crescent,Suggested Duration Not Available,"Blenheim Crescent W11 Woodstock, Oxfordshire, London England",Ratings Not Available,"['Ladbroke Grove', 'Latimer Road', 'Rental Cars']"
899,Dwight D. Eisenhower Statue,Suggested Duration Not Available,"Upper Brook St, London W1K 6PA England",Ratings Not Available,"['Bond St', 'Marble Arch', 'Rental Cars']"
900,"St James's Church, Sussex Gardens, Paddington",Suggested Duration:< 1 hour,"Sussex Gardens Paddington, London W2 3UD England",4,"['Lancaster Gate', 'Paddington', 'Rental Cars']"
901,Sir Henry Wilson Bart,Suggested Duration Not Available,"Liverpool Street Station, London EC2M 7QH England",Ratings Not Available,"['Liverpool St', 'London Liverpool St', 'Rental Cars']"
902,Sir Hugh Myddelton Statue,Suggested Duration Not Available,"Islington Green, London England",Ratings Not Available,"['Highbury & Islington', 'Highbury & Islington', 'Rental Cars']"
903,Simone Bolivar Statue,Suggested Duration Not Available,"Belgrave Square Garden, London England",Ratings Not Available,"['Hyde Park Corner', 'Knightsbridge', 'Rental Cars']"
904,The london stone,Suggested Duration Not Available,"111 Cannon Street, London England",Ratings Not Available,"['Cannon St', 'Bank', 'Rental Cars']"
905,Obelisks of Nectanebo II,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
906,Marc Bolan's Rock Shrine,Suggested Duration:< 1 hour,"Opposite 10 Gipsy Lane, London SW15 5RG England",4,"['Putney Bridge', 'Parsons Green', 'Rental Cars']"
907,Congress House,Suggested Duration:< 1 hour,"Great Russell Street, London WC1B 3LS England",3.5,"['Tottenham Court Road', 'Holborn', 'Rental Cars']"
908,London Underwriting Centre,Suggested Duration Not Available,"3 Minster Court Mincing Lane, London EC3R 7DD England",Ratings Not Available,"['Monument', 'Tower Hill', 'Rental Cars']"
909,Plaque Giuseppe Mazzini,Suggested Duration Not Available,"10 Laystall Street, London EC1R 4PA England",Ratings Not Available,"['Chancery Lane', 'Farringdon', 'Rental Cars']"
910,St. Mary-At-Finchley,Suggested Duration:< 1 hour,"Parish Office 26 Hendon Lane, London N3 1TR England",4.5,"['Finchley Central', 'West Finchley', 'Rental Cars']"
911,Warren Street Maze,Suggested Duration Not Available,"Tottenham Court Road/ Euston Road Red and Black Maze on the Station Floor., London NW1 3AA England",Ratings Not Available,"['Goodge St', 'Warren St', 'Rental Cars']"
912,Constable Tower,Suggested Duration Not Available,"London Tower, London EC3R 7JP England",Ratings Not Available,"['Bounds Green', 'Wood Green', 'Rental Cars']"
913,Royal Chapel,Suggested Duration Not Available,"London Tower, London EC3R 7JP England",Ratings Not Available,"['Tower Hill', 'Tower Gateway', 'Rental Cars']"
914,St Peter's Barge,Suggested Duration Not Available,"West India House West India Dock Road Canary Wharf, London E14 8HB England",Ratings Not Available,"['Custom House for Excel', 'Westferry', 'Rental Cars']"
915,Joe Strummer Mural London,Suggested Duration Not Available,"Blenheim Crescent, Ladbroke Grove, London England",Ratings Not Available,"['Holland Park', 'Notting Hill Gate', 'Rental Cars']"
916,Sir Simon Milton Statue,Suggested Duration Not Available,"Merchant Square One Tower Bridge, London SE1 2SE England",Ratings Not Available,"['Gallions Reach', 'Tower Hill', 'Rental Cars']"
917,John Wilkes Statue,Suggested Duration Not Available,"Fetter Lane, London EC4A 3AT England",Ratings Not Available,"['Chancery Lane', 'Farringdon', 'Rental Cars']"
918,Kentish Town City Farm,Suggested Duration:1-2 hours,"1 Cressfield Close Off Grafton Road, London NW5 4BN England",3.5,"['Gospel Oak', 'Gospel Oak', 'Rental Cars']"
919,Thomas Cubitt Statue,Suggested Duration Not Available,"75 Denbigh Street, London SW1V 2EY England",Ratings Not Available,"['Hyde Park Corner', 'Green Park', 'Rental Cars']"
920,Royal Fusiliers War Memorial,Suggested Duration Not Available,"Holborn Bar, London England",Ratings Not Available,"['Tower Gateway', 'Tower Hill', 'Rental Cars']"
921,Goodwin's Court,Suggested Duration Not Available,"Goodwin's Ct, London England",Ratings Not Available,"['High St Kensington', 'Notting Hill Gate', 'Rental Cars']"
922,Holy Trinity Church,Suggested Duration Not Available,"162 Castelnau, London SW13 9ET England",Ratings Not Available,"['Ravenscourt Park', 'Hammersmith', 'Rental Cars']"
923,William Huskisson Memorial,Suggested Duration Not Available,"Pimlico Gardens, London England",Ratings Not Available,"['Knightsbridge', 'Hyde Park Corner', 'Rental Cars']"
924,St. Volodymyr Statue,Suggested Duration Not Available,"Holland Park Avenue, London England",Ratings Not Available,"['Holland Park', 'Notting Hill Gate', 'Rental Cars']"
925,Old Kensington,Suggested Duration Not Available,Address Not Available,4,[]
926,Sculpture in the City,Suggested Duration:1-2 hours,London England,Ratings Not Available,"['Liverpool St', 'London Liverpool St', 'Rental Cars']"
927,Prince Henry's Room,Suggested Duration Not Available,"17 Fleet Street, London EC4Y 1AA England",Ratings Not Available,"['Temple', 'Chancery Lane', 'Rental Cars']"
928,Canonbury Square & Gardens,Suggested Duration Not Available,"Canonbury Square, London N1 2AW England",Ratings Not Available,"['Highbury & Islington', 'Highbury & Islington', 'Rental Cars']"
929,Isambard Kingdom Brunel Statue,Suggested Duration Not Available,"12 Temple Place, London WC2R 2PR England",Ratings Not Available,"['Temple', 'Embankment', 'Rental Cars']"
930,Belgrave House,Suggested Duration:< 1 hour,"Belgrave House 76 Buckingham Palace Road, London SW1W 9AX England",4,"['Hyde Park Corner', 'Knightsbridge', 'Rental Cars']"
931,St George and the Dragon Statue,Suggested Duration Not Available,"146 Park rd, London England",Ratings Not Available,"['Gunnersbury', 'Gunnersbury', 'Rental Cars']"
932,Monument to Charles Fryatt,Suggested Duration Not Available,"Liverpool Street Station, London England",Ratings Not Available,"['Liverpool St', 'London Liverpool St', 'Rental Cars']"
933,Queen Mother visits Guy's,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
934,Visions of the Universe exhibition,Suggested Duration Not Available,"National Maritime Museum, London England",Ratings Not Available,"['Mile End', 'Bow Road', 'Rental Cars']"
935,Peace Memorial Fountain,Suggested Duration Not Available,"W Smithfield, Farringdon, London EC1A 9DY England",Ratings Not Available,"['Farringdon', 'Barbican', 'Rental Cars']"
936,St. Barnabas Church,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
937,The Gardener,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
938,Old Guy's House,Suggested Duration Not Available,"St. Thomas Street Great Maze Pond, London SE1 9RT England",Ratings Not Available,"['London Bridge', 'Monument', 'Rental Cars']"
939,Globe Church,Suggested Duration Not Available,"Newcomen St New Hunt's House, London SE1 1UL England",Ratings Not Available,"['London Bridge', 'Monument', 'Rental Cars']"
940,Ernest Bevin Bust,Suggested Duration Not Available,"Tooley St, London SE1 2JX England",Ratings Not Available,"['London Bridge', 'Gallions Reach', 'Rental Cars']"
941,Samuel Bourne Bevington Statue,Suggested Duration Not Available,"Queen Elizabeth Street, London SE1 2JX England",Ratings Not Available,"['Stratford International', 'Stratford', 'Rental Cars']"
942,"Rogers, Bradford, Philpot Memorial",Suggested Duration Not Available,"56 W Smithfield, London EC1A 9DS England",Ratings Not Available,"['Barbican', 'Farringdon', 'Rental Cars']"
943,Southwark War Memorial,Suggested Duration Not Available,"91, 97-99 Borough High St In front of the Slug and Lettuce, London SE1 1XU England",Ratings Not Available,"['London Bridge', 'Monument', 'Rental Cars']"
944,The Needle Sculpture,Suggested Duration Not Available,"Colechurch House 1 London Bridge Walk, London SE1 2SX England",Ratings Not Available,"['London Bridge', 'Monument', 'Rental Cars']"
945,London City Presbyterian Church,Suggested Duration Not Available,"Flat 10 London House 172 Aldersgate Street, London EC1A 4HU England",Ratings Not Available,"['Barbican', ""St. Paul's"", 'Rental Cars']"
946,Monumento a James Wolfe,Suggested Duration Not Available,"Blackheath Avenue Royal Observatoy, London SE10 8EJ England",Ratings Not Available,"['North Greenwich', 'Canary Wharf', 'Rental Cars']"
947,Maryon Park,Suggested Duration Not Available,"Marian Hardwicke Road Charlton, London N13 4SL England",Ratings Not Available,"['Bounds Green', 'Arnos Grove', 'Rental Cars']"
948,Wimbledon Centre Court,Suggested Duration Not Available,"Church Road Sw 19 5 Ae, London England",Ratings Not Available,"['Putney Bridge', 'Morden', 'Rental Cars']"
949,The Old Church,Suggested Duration:< 1 hour,"Stoke Newington Church Street, London N16 9ES England",Ratings Not Available,"['Stoke Newington', 'Rectory Road', 'Rental Cars']"
950,Samuel Pepys Bust,Suggested Duration Not Available,"Walsingham House 35 Seething Lane, London EC3N 4AH England",Ratings Not Available,"['Tower Hill', 'Tower Gateway', 'Rental Cars']"
951,The Carabiniers Memorial,Suggested Duration Not Available,"Chelsea Bridge Road, London SW1W 8RH England",Ratings Not Available,"['Knightsbridge', 'Hyde Park Corner', 'Rental Cars']"
952,St. Andrews Church,Suggested Duration Not Available,"Waynflete Street, London SW18 3QF England",Ratings Not Available,"['Putney Bridge', 'Parsons Green', 'Rental Cars']"
953,Pan Statue,Suggested Duration Not Available,"South Carriage Drive, London W2 2UH England",Ratings Not Available,"['Marble Arch', 'Lancaster Gate', 'Rental Cars']"
954,Statue of Tony Adams,Suggested Duration Not Available,"75 Drayton Park, London N5 1BU England",Ratings Not Available,"['Arsenal', 'Holloway Road', 'Rental Cars']"
955,Statue of John Wesley,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
956,Old Town Hall Stratford,Suggested Duration Not Available,"The Old Town Hall 29 Broadway Stratford, London E15 4BQ England",Ratings Not Available,"['Stratford High St', 'Stratford', 'Rental Cars']"
957,The Cornhill Water Pump,Suggested Duration Not Available,"2 Royal Exchange, London EC3V 3NL England",Ratings Not Available,"['Bank', 'Bank', 'Rental Cars']"
958,The Ken Friar Bridge,Suggested Duration Not Available,"Emirates Stadium, London England",Ratings Not Available,"['Holloway Road', 'Arsenal', 'Rental Cars']"
959,Minotaur Statue,Suggested Duration Not Available,"London Wall Place, London England",Ratings Not Available,"['Kilburn Park', 'Kilburn High Road', 'Rental Cars']"
960,Joseph Brodsky Memorial Plaque,Suggested Duration Not Available,"Gardens 20 Hampstead Hill Gardens, London NW3 2PL England",Ratings Not Available,"['Hampstead Heath', 'Belsize Park', 'Rental Cars']"
961,St Peter's Church,Suggested Duration Not Available,"5-7 Vere Street, London W1G 0DJ England",Ratings Not Available,"['Bond St', 'Oxford Circus', 'Rental Cars']"
962,Atomica Gallery,Suggested Duration Not Available,"75 Berwick Street Soho, London W1F 8TG England",Ratings Not Available,"['Tottenham Court Road', 'Oxford Circus', 'Rental Cars']"
963,Burdett-Coutts Memorial Sundial,Suggested Duration Not Available,"Pancras Road St Pancras Gardens, London NW1 0PS England",Ratings Not Available,"['Mornington Crescent', ""King's Cross St. Pancras"", 'Rental Cars']"
964,ISKCON South London,Suggested Duration Not Available,"42 Enmore Road, London SE25 5NG England",Ratings Not Available,[]
965,David McGillivray,Suggested Duration Not Available,"46 Park View Road, London W5 2JB England",Ratings Not Available,"['North Ealing', 'Hanger Lane', 'Rental Cars']"
966,Danse Gwenedour Sculpture,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
967,Tortoises With Triangle and Time,Suggested Duration Not Available,"24 Abbotsbury Road Holland Park, London W14 8ER England",Ratings Not Available,"['Holland Park', ""Shepherd's Bush"", 'Rental Cars']"
968,Trinity Laban Building,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
969,EMI House,Suggested Duration Not Available,"Manchester Square, London England",5,"['Bond St', 'Marble Arch', 'Rental Cars']"
970,Belarusian St Cyril of Turau Church in London,Suggested Duration Not Available,"1 Holden Avenue, London N12 8HY England",Ratings Not Available,"['Woodside Park', 'West Finchley', 'Rental Cars']"
971,Central Saint Gilles,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
972,The Old Burial Ground,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
973,Charing Cross Underground Station,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
974,The Space,Suggested Duration Not Available,"269 Westferry Road, London E14 3RS England",Ratings Not Available,"['Canary Wharf', 'Canary Wharf', 'Rental Cars']"
975,St. Augustine Queens Gate,Suggested Duration Not Available,"Queens Gate, Kensington, London SW7 5LP England",Ratings Not Available,"['Gloucester Road', 'High St Kensington', 'Rental Cars']"
976,Ukrainian Catholic Cathedral of the Holy Family,Suggested Duration Not Available,"22 Binney Street Mayfair, London W1K 5BQ England",Ratings Not Available,"['Bond St', 'Marble Arch', 'Rental Cars']"
977,Chats Palace,Suggested Duration Not Available,"42-44 Brooksby's Walk, London E9 6DF England",Ratings Not Available,"['Homerton', 'Hackney Central', 'Rental Cars']"
978,Tom Cribbs memorial,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
979,Princess Alice Disaster Memorial,Suggested Duration Not Available,"Camdale rd west side of the Barking Barrier, London England",Ratings Not Available,"['Woolwich Arsenal', 'King George V', 'Rental Cars']"
980,St Mary's Stoke Newington,Suggested Duration Not Available,"St. Mary's Rectory Stoke Newington Church Street, London N16 9ES England",Ratings Not Available,"['Stoke Newington', 'Rectory Road', 'Rental Cars']"
981,St Georges Garrison Church,Suggested Duration Not Available,"Grand Depot Road, London SE6 9AW England",Ratings Not Available,"['Woolwich Arsenal', 'King George V', 'Rental Cars']"
982,St George in the East Church,Suggested Duration Not Available,"Parish Office London E1 0BH 14 Cannon Street Road The Highway, London E1 0BH England",Ratings Not Available,"['Cyprus', 'Shadwell', 'Rental Cars']"
983,London's First Drinking Fountain,Suggested Duration Not Available,"Giltspur Street, London EC1A 2DQ England",Ratings Not Available,"[""St. Paul's"", 'Farringdon', 'Rental Cars']"
984,Albion Riverside,Suggested Duration Not Available,"Hutchison House 5 Hester Road, London SW11 4AN England",Ratings Not Available,"['Fulham Broadway', 'Gloucester Road', 'Rental Cars']"
985,Camberwell Old Cemetary,Suggested Duration Not Available,"Forest Hill Road Brenchley Gardens, London SE23 3RD England",Ratings Not Available,"['Wapping', 'London Bridge', 'Rental Cars']"
986,Mare Street,Suggested Duration Not Available,"182 Mare Street, London E8 3RE England",Ratings Not Available,"['Hackney Central', 'Hackney Downs', 'Rental Cars']"
987,The Barnes Trail,Suggested Duration Not Available,"70 Barnes High Street, London SW13 9LD England",Ratings Not Available,"['Stamford Brook', 'Ravenscourt Park', 'Rental Cars']"
988,St. Peter the Apostle,Suggested Duration Not Available,"103 Woolwich New Road, London SE18 6EF England",Ratings Not Available,"['Woolwich Arsenal', 'King George V', 'Rental Cars']"
989,T.S. Eliot Home,Suggested Duration Not Available,"3 Kensington Court Gardens, London W8 5QE England",Ratings Not Available,"['High St Kensington', 'Gloucester Road', 'Rental Cars']"
990,St Marks Dalston,Suggested Duration Not Available,"St. Mark's Rise, London E8 2NL England",Ratings Not Available,"['Dalston Junction', 'Dalston Kingsland', 'Rental Cars']"
991,The National Poetry Library,Suggested Duration Not Available,"Belvedere Road Level 5, Royal Festival Hall, London SE1 8XX England",Ratings Not Available,"['Waterloo', 'Embankment', 'Rental Cars']"
992,The Home Office Building,Suggested Duration Not Available,"2 Marsham Street, London SW1P 4DF England",Ratings Not Available,"['Waterloo', 'Charing Cross', 'Rental Cars']"
993,Old Ford Lock at Bow Wharf Canalside,Suggested Duration Not Available,"Wennington Road, London E3 5SN England",Ratings Not Available,"['Mile End', 'Cambridge Heath', 'Rental Cars']"
994,Basaveshwara Statue,Suggested Duration Not Available,"35 Albert Embankment, London SE1 7TY England",Ratings Not Available,"['Waterloo', 'Embankment', 'Rental Cars']"
995,Chingford Mount Cemetery,Suggested Duration Not Available,"Cemetery Office & Cemetery Lodge 121 Old Church Road, London E4 6ST England",Ratings Not Available,"['Woodford', 'Roding Valley', 'Rental Cars']"
996,Anerley Methodist Church,Suggested Duration Not Available,"Oakfield Road, London SE20 8QA England",Ratings Not Available,[]
997,Tower of London Ice Rink,Suggested Duration:1-2 hours,"The Tower of London Tower Hill St Katharine's & Wapping, London EC3N 4AB England",3,"['Tower Hill', 'Tower Gateway', 'Rental Cars']"
998,Church of Our Lady St John's Wood,Suggested Duration Not Available,"54 Lodge Road, London NW8 8LA England",Ratings Not Available,"[""St. John's Wood"", 'Marylebone', 'Rental Cars']"
